0,1,2,3,4
Shawn Marion,8646364,2012,2013,Dallas Mavericks
Paul Millsap,8603633,2012,2013,Utah Jazz
Jameer Nelson,8600000,2012,2013,Orlando Magic
Rodney Stuckey,8500000,2012,2013,Detroit Pistons
Mo Williams,8500000,2012,2013,Utah Jazz
Devin Harris,8500000,2012,2013,Atlanta Hawks
Kendrick Perkins,8477437,2012,2013,Oklahoma City Thunder
Jeff Green,8385000,2012,2013,Boston Celtics
Jeremy Lin,8374646,2012,2013,Houston Rockets
Omer Asik,8374646,2012,2013,Houston Rockets
Anderson Varejao,8368182,2012,2013,Cleveland Cavaliers
Thaddeus Young,8289130,2012,2013,Philadelphia 76ers
Marvin Williams,8287500,2012,2013,Utah Jazz
John Salmons,8083000,2012,2013,Sacramento Kings
Charlie Villanueva,8060000,2012,2013,Detroit Pistons
Tyrus Thomas,8000000,2012,2013,Charlotte Bobcats
George Hill,8000000,2012,2013,Indiana Pacers
Caron Butler,8000000,2012,2013,LA Clippers
Chris Kaman,8000000,2012,2013,Dallas Mavericks
Mark Blount,7967375,2012,2013,Miami Heat
Ersan Ilyasova,7900000,2012,2013,Milwaukee Bucks
Arron Afflalo,7750000,2012,2013,Orlando Magic
Metta World Peace,7727500,2012,2013,Los Angeles Lakers
Trevor Ariza,7727280,2012,2013,Washington Wizards
Marcin Gortat,7727280,2012,2013,Phoenix Suns
James Posey,7595600,2012,2013,Indiana Pacers
Marcus Thornton,7525000,2012,2013,Sacramento Kings
Mike Conley,7505786,2012,2013,Memphis Grizzlies
Goran Dragic,7500000,2012,2013,Phoenix Suns
John Wall,7459925,2012,2013,Washington Wizards
Taj Gibson,7415730,2012,2013,Chicago Bulls
Beno Udrih,7372000,2012,2013,Orlando Magic
Al Harrington,7148600,2012,2013,Orlando Magic
Tayshaun Prince,6764045,2012,2013,Memphis Grizzlies
JJ Redick,6750000,2012,2013,Orlando Magic
Samuel Dalembert,6698565,2012,2013,Milwaukee Bucks
Drew Gooden,6687400,2012,2013,Milwaukee Bucks
Morris Peterson,6665000,2012,2013,Oklahoma City Thunder
Andres Nocioni,6650000,2012,2013,Madrid Real Madrid
Jerome James,6600000,2012,2013,Chicago Bulls
Wesley Matthews,6505320,2012,2013,Portland Trail Blazers
Spencer Hawes,6500000,2012,2013,Philadelphia 76ers
Glen Davis,6400000,2012,2013,Orlando Magic
Channing Frye,6400000,2012,2013,Phoenix Suns
Landry Fields,6250000,2012,2013,Toronto Raptors
Mike Miller,6200000,2012,2013,Miami Heat
Francisco Garcia,6100000,2012,2013,Sacramento Kings
Luke Walton,6091363,2012,2013,Cleveland Cavaliers
Amir Johnson,6050000,2012,2013,Toronto Raptors
Michael Beasley,6000000,2012,2013,Phoenix Suns
Brandon Bass,6000000,2012,2013,Boston Celtics
Wilson Chandler,5930414,2012,2013,Denver Nuggets
James Harden,5820417,2012,2013,Houston Rockets
Jason Richardson,5799625,2012,2013,Philadelphia 76ers
Kyle Lowry,5750000,2012,2013,Toronto Raptors
Nick Young,5600000,2012,2013,Philadelphia 76ers
Chuck Hayes,5486250,2012,2013,Sacramento Kings
Sasha Vujacic,5475113,2012,2013,New York Knicks
Jarrett Jack,5400000,2012,2013,Golden State Warriors
Kyrie Irving,5375760,2012,2013,Cleveland Cavaliers
Evan Turner,5293080,2012,2013,Philadelphia 76ers
Tyreke Evans,5250825,2012,2013,Sacramento Kings
Jason Thompson,5250000,2012,2013,Sacramento Kings
Zaza Pachulia,5248750,2012,2013,Atlanta Hawks
Jamal Crawford,5225000,2012,2013,LA Clippers
Antonio McDyess,5220000,2012,2013,San Antonio Spurs
Speedy Claxton,5209454,2012,2013,Atlanta Hawks
Martell Webster,5150000,2012,2013,Washington Wizards
Anthony Davis,5144280,2012,2013,New Orleans Hornets
Brad Miller,5104000,2012,2013,New Orleans Pelicans
Brandon Roy,5100000,2012,2013,Minnesota Timberwolves
Jason Maxiell,5000000,2012,2013,Detroit Pistons
Ramon Sessions,5000000,2012,2013,Charlotte Bobcats
Andre Miller,5000000,2012,2013,Denver Nuggets
Kyle Korver,5000000,2012,2013,Atlanta Hawks
Jason Terry,5000000,2012,2013,Boston Celtics
Lou Williams,5000000,2012,2013,Atlanta Hawks
Courtney Lee,5000000,2012,2013,Boston Celtics
Richard Hamilton,5000000,2012,2013,Chicago Bulls
Robin Lopez,4899293,2012,2013,New Orleans Hornets
Marcus Banks,4847586,2012,2013,New Orleans Pelicans
Nikola Pekovic,4837200,2012,2013,Minnesota Timberwolves
Darius Songaila,4818000,2012,2013,Philadelphia 76ers
Derrick Williams,4809840,2012,2013,Minnesota Timberwolves
Michael Kidd-Gilchrist,4809840,2012,2013,Charlotte Bobcats
Luc Mbah a Moute,4794192,2012,2013,Milwaukee Bucks
Daniel Gibson,4792332,2012,2013,Cleveland Cavaliers
Victor Oladipo,4763760,2012,2013,Indiana Pacers
Derrick Favors,4753320,2012,2013,Utah Jazz
Linas Kleiza,4600000,2012,2013,Toronto Raptors
Marcus Camby,4590338,2012,2013,New York Knicks
Luis Scola,4508504,2012,2013,Phoenix Suns
Boris Diaw,4500000,2012,2013,San Antonio Spurs
Jonas Jerebko,4500000,2012,2013,Detroit Pistons
J.J. Barea,4493500,2012,2013,Minnesota Timberwolves
Udonis Haslem,4340000,2012,2013,Miami Heat
Bradley Beal,4319280,2012,2013,Washington Wizards
Enes Kanter,4319280,2012,2013,Utah Jazz
Wesley Johnson,4285560,2012,2013,Phoenix Suns
Otto Porter Jr.,4278000,2012,2013,Chicago Bulls
Jordan Farmar,4250000,2012,2013,Sacramento Kings
Jared Dudley,4250000,2012,2013,Phoenix Suns
Marreese Speights,4200000,2012,2013,Memphis Grizzlies
Dorell Wright,4106000,2012,2013,Philadelphia 76ers
Bruce Bowen,4100000,2012,2013,San Antonio Spurs
Charlie Bell,4099920,2012,2013,Golden State Warriors
Greg Buckner,4080915,2012,2013,Memphis Grizzlies
Kirk Hinrich,4059000,2012,2013,Chicago Bulls
Steve Novak,4054055,2012,2013,New York Knicks
O.J. Mayo,4020000,2012,2013,Dallas Mavericks
Mario Chalmers,4000000,2012,2013,Miami Heat
Luke Ridnour,4000000,2012,2013,Minnesota Timberwolves
JJ Hickson,4000000,2012,2013,Portland Trail Blazers
Ian Mahinmi,4000000,2012,2013,Indiana Pacers
Anthony Morrow,4000000,2012,2013,Dallas Mavericks
Brandon Rush,4000000,2012,2013,Golden State Warriors
Carl Landry,4000000,2012,2013,Golden State Warriors
Hakim Warrick,4000000,2012,2013,Charlotte Bobcats
Steve Blake,4000000,2012,2013,Los Angeles Lakers
Ryan Gomes,4000000,2012,2013,Boston Celtics
Stephen Curry,3958742,2012,2013,Golden State Warriors
Tiago Splitter,3944000,2012,2013,San Antonio Spurs
Thabo Sefolosha,3900000,2012,2013,Oklahoma City Thunder
Tristan Thompson,3894240,2012,2013,Cleveland Cavaliers
DeMarcus Cousins,3880800,2012,2013,Sacramento Kings
Cody Zeller,3857040,2012,2013,Charlotte Hornets
Joel Anthony,3800000,2012,2013,Miami Heat
Ricky Rubio,3741120,2012,2013,Minnesota Timberwolves
Dion Waiters,3726600,2012,2013,Cleveland Cavaliers
Matt Bonner,3630000,2012,2013,San Antonio Spurs
Jordan Hill,3563600,2012,2013,Los Angeles Lakers
Ekpe Udoh,3524880,2012,2013,Milwaukee Bucks
Danny Green,3500000,2012,2013,San Antonio Spurs
D.J. Augustin,3500000,2012,2013,Indiana Pacers
Shannon Brown,3500000,2012,2013,Phoenix Suns
Chris Duhon,3500000,2012,2013,Los Angeles Lakers
Alonzo Gee,3500000,2012,2013,Cleveland Cavaliers
Gerald Green,3500000,2012,2013,Indiana Pacers
Matt Carroll,3500000,2012,2013,Charlotte Bobcats
Johan Petro,3500000,2012,2013,Atlanta Hawks
Raymond Felton,3480453,2012,2013,New York Knicks
Raja Bell,3480000,2012,2013,Utah Jazz
Jonas Valanciunas,3374640,2012,2013,Toronto Raptors
Thomas Robinson,3374640,2012,2013,Sacramento Kings
DeMar DeRozan,3344250,2012,2013,Toronto Raptors
Jan Vesely,3340920,2012,2013,Washington Wizards
Tony Allen,3300000,2012,2013,Memphis Grizzlies
Shane Battier,3270000,2012,2013,Miami Heat
Matt Barnes,3250000,2012,2013,LA Clippers
Will Bynum,3250000,2012,2013,Detroit Pistons
Corey Brewer,3243000,2012,2013,Denver Nuggets
Ray Allen,3229050,2012,2013,Miami Heat
Greg Monroe,3217680,2012,2013,Detroit Pistons
Mike Dunleavy,3183000,2012,2013,Milwaukee Bucks
Brandon Jennings,3179493,2012,2013,Milwaukee Bucks
Timofey Mozgov,3140429,2012,2013,Denver Nuggets
Shawne Williams,3135000,2012,2013,Minnesota Timberwolves
Jason Kidd,3090000,2012,2013,New York Knicks
Mirza Teletovic,3090000,2012,2013,Brooklyn Nets
Vince Carter,3090000,2012,2013,Dallas Mavericks
Damian Lillard,3065040,2012,2013,Portland Trail Blazers
Tyler Hansbrough,3055259,2012,2013,Indiana Pacers
Bismack Biyombo,3049920,2012,2013,Charlotte Bobcats
Joel Freeland,3013512,2012,2013,Portland Trail Blazers
Darrell Arthur,3006217,2012,2013,Memphis Grizzlies
Lavoy Allen,3000000,2012,2013,Philadelphia 76ers
Kosta Koufos,3000000,2012,2013,Denver Nuggets
Travis Outlaw,3000000,2012,2013,Sacramento Kings
Jerryd Bayless,3000000,2012,2013,Memphis Grizzlies
Carlos Delfino,3000000,2012,2013,Houston Rockets
Jeff Foster,3000000,2012,2013,Indiana Pacers
Austin Daye,2958077,2012,2013,Memphis Grizzlies
Al-Farouq Aminu,2947800,2012,2013,New Orleans Hornets
Alexey Shved,2934610,2012,2013,Minnesota Timberwolves
Dahntay Jones,2900000,2012,2013,Dallas Mavericks
Julian Wright,2858057,2012,2013,Toronto Raptors
Mark Madsen,2840000,2012,2013,Minnesota Timberwolves
Kwame Brown,2819044,2012,2013,Philadelphia 76ers
James Johnson,2812006,2012,2013,Sacramento Kings
JR Smith,2806452,2012,2013,New York Knicks
Harrison Barnes,2798040,2012,2013,Golden State Warriors
Kevin Seraphin,2761114,2012,2013,Washington Wizards
Eduardo Najera,2750000,2012,2013,Charlotte Hornets
Gordon Hayward,2709720,2012,2013,Utah Jazz
David Andersen,2685185,2012,2013,Fenerbahce Ulker Fenerbahce Ulker
Brandon Knight,2678640,2012,2013,Detroit Pistons
Jrue Holiday,2674852,2012,2013,Philadelphia 76ers
Josh McRoberts,2652000,2012,2013,Charlotte Bobcats
Quentin Richardson,2627400,2012,2013,New York Knicks
Eric Bledsoe,2626473,2012,2013,LA Clippers
Nick Collison,2585668,2012,2013,Oklahoma City Thunder
Greg Stiemsma,2575000,2012,2013,Minnesota Timberwolves
Aaron Gray,2575000,2012,2013,Toronto Raptors
Paul George,2574120,2012,2013,Indiana Pacers
Kemba Walker,2568360,2012,2013,Charlotte Bobcats
Terrence Ross,2563320,2012,2013,Toronto Raptors
Ty Lawson,2544529,2012,2013,Denver Nuggets
Randy Foye,2500000,2012,2013,Utah Jazz
Jason Smith,2500000,2012,2013,New Orleans Hornets
Cole Aldrich,2445480,2012,2013,Sacramento Kings
Jeff Teague,2433077,2012,2013,Atlanta Hawks
Aaron Brooks,2400000,2012,2013,Sacramento Kings
Ricky Davis,2400000,2012,2013,LA Clippers
Andre Drummond,2356320,2012,2013,Detroit Pistons
Trevor Booker,2350820,2012,2013,Washington Wizards
Jimmer Fredette,2339040,2012,2013,Sacramento Kings
Xavier Henry,2323200,2012,2013,New Orleans Hornets
Earl Watson,2300000,2012,2013,Utah Jazz
Omri Casspi,2277306,2012,2013,Cleveland Cavaliers
Anthony Parker,2250000,2012,2013,Cleveland Cavaliers
Ben Wallace,2246400,2012,2013,Detroit Pistons
DeShawn Stevenson,2240450,2012,2013,Atlanta Hawks
Austin Rivers,2238360,2012,2013,New Orleans Hornets
Rodrigue Beaubois,2227333,2012,2013,Dallas Mavericks
C.J. Miles,2225000,2012,2013,Cleveland Cavaliers
Klay Thompson,2222160,2012,2013,Golden State Warriors
Ed Davis,2207040,2012,2013,Memphis Grizzlies
Rudy Fernandez,2180443,2012,2013,Madrid Real Madrid
Meyers Leonard,2126520,2012,2013,Portland Trail Blazers
Alec Burks,2111160,2012,2013,Utah Jazz
Jeremy Lamb,2111160,2012,2013,Oklahoma City Thunder
Elton Brand,2100500,2012,2013,Dallas Mavericks
Patrick Patterson,2096760,2012,2013,Sacramento Kings
Markieff Morris,2091840,2012,2013,Phoenix Suns
Dante Cunningham,2090000,2012,2013,Minnesota Timberwolves
Wayne Ellington,2083042,2012,2013,Memphis Grizzlies
Toney Douglas,2067880,2012,2013,Sacramento Kings
Anthony Johnson,2062800,2012,2013,Orlando Magic
Brent Barry,2062800,2012,2013,Houston Rockets
Brendan Haywood,2050000,2012,2013,Charlotte Bobcats
Eric Maynor,2016000,2012,2013,Oklahoma City Thunder
Kendall Marshall,2005560,2012,2013,Phoenix Suns
Larry Sanders,1991760,2012,2013,Milwaukee Bucks
Rasho Nesterovic,1990000,2012,2013,Toronto Raptors
Marcus Morris Sr.,1987320,2012,2013,Phoenix Suns
Grant Hill,1975000,2012,2013,LA Clippers
Marco Belinelli,1957000,2012,2013,Chicago Bulls
Darren Collison,1900000,2012,2013,Dallas Mavericks
Luke Babbitt,1892280,2012,2013,Portland Trail Blazers
Dikembe Mutombo,1823280,2012,2013,Houston Rockets
John Henson,1823280,2012,2013,Milwaukee Bucks
Maurice Harkless,1809840,2012,2013,Orlando Magic
Kawhi Leonard,1809840,2012,2013,San Antonio Spurs
Jeremy Evans,1794872,2012,2013,Utah Jazz
Nikola Vucevic,1793520,2012,2013,Orlando Magic
Donte Greene,1679914,2012,2013,Memphis Grizzlies
Chris Andersen,1679408,2012,2013,Miami Heat
Renaldo Balkman,1675000,2012,2013,Dallas Mavericks
Anthony Randolph,1674641,2012,2013,Denver Nuggets
Royce White,1645440,2012,2013,Houston Rockets
Iman Shumpert,1633440,2012,2013,New York Knicks
Avery Bradley,1630800,2012,2013,Boston Celtics
Reggie Evans,1622617,2012,2013,Brooklyn Nets
Chris Singleton,1618680,2012,2013,Washington Wizards
Sebastian Telfair,1567500,2012,2013,Toronto Raptors
Tyler Zeller,1563120,2012,2013,Cleveland Cavaliers
Jodie Meeks,1550000,2012,2013,Los Angeles Lakers
Tobias Harris,1545840,2012,2013,Orlando Magic
Slava Kravtsov,1500000,2012,2013,Detroit Pistons
John Lucas III,1500000,2012,2013,Toronto Raptors
Greg Oden,1500000,2012,2013,Miami Heat
Jeff Ayres,1500000,2012,2013,Indiana Pacers
Gary Forbes,1500000,2012,2013,Brooklyn Nets
James Jones,1500000,2012,2013,Miami Heat
Gustavo Ayon,1500000,2012,2013,Orlando Magic
Terrence Jones,1485000,2012,2013,Houston Rockets
Andrew Nicholson,1482000,2012,2013,Orlando Magic
Jared Jeffries,1475106,2012,2013,Portland Trail Blazers
Alexis Ajinca,1467840,2012,2013,LA Clippers
Elliot Williams,1442880,2012,2013,Portland Trail Blazers
Tony Snell,1409040,2012,2013,Atlanta Hawks
Craig Brackins,1404960,2012,2013,Philadelphia 76ers
Nando De Colo,1400000,2012,2013,San Antonio Spurs
Willie Green,1399507,2012,2013,LA Clippers
Zydrunas Ilgauskas,1399507,2012,2013,Miami Heat
Eddie House,1399507,2012,2013,Miami Heat
Rashard Lewis,1399507,2012,2013,Miami Heat
Nolan Smith,1365720,2012,2013,Portland Trail Blazers
Donatas Motiejunas,1361400,2012,2013,Houston Rockets
Evan Fournier,1361400,2012,2013,Denver Nuggets
Jamaal Tinsley,1352181,2012,2013,Utah Jazz
Kurt Thomas,1352181,2012,2013,New York Knicks
Roko-Leni Ukic,1350000,2012,2013,Milwaukee Bucks
Kenneth Faried,1311240,2012,2013,Denver Nuggets
Jared Sullinger,1306920,2012,2013,Boston Celtics
Hamed Haddadi,1300000,2012,2013,Memphis Grizzlies
Victor Claver,1300000,2012,2013,Portland Trail Blazers
Dominique Jones,1276560,2012,2013,Dallas Mavericks
Reggie Jackson,1260360,2012,2013,Oklahoma City Thunder
Fab Melo,1254720,2012,2013,Boston Celtics
Quincy Pondexter,1234320,2012,2013,Memphis Grizzlies
Sasha Pavlovic,1232713,2012,2013,Portland Trail Blazers
John Jenkins,1204560,2012,2013,Atlanta Hawks
Hasheem Thabeet,1200000,2012,2013,Oklahoma City Thunder
Jordan Crawford,1198680,2012,2013,Washington Wizards
Greivis Vasquez,1191240,2012,2013,New Orleans Hornets
Christian Eyenga,1174080,2012,2013,Orlando Magic
MarShon Brooks,1160040,2012,2013,Brooklyn Nets
Jared Cunningham,1156320,2012,2013,Dallas Mavericks
Reggie Bullock,1149000,2012,2013,New York Knicks
Ronnie Price,1146337,2012,2013,Portland Trail Blazers
Norris Cole,1129200,2012,2013,Miami Heat
Jordan Hamilton,1121520,2012,2013,Denver Nuggets
Jimmy Butler,1112880,2012,2013,Chicago Bulls
Andre Roberson,1110840,2012,2013,Oklahoma City Thunder
Tony Wroten,1110120,2012,2013,Memphis Grizzlies
Stephen Graham,1106941,2012,2013,Milwaukee Bucks
Joey Graham,1106941,2012,2013,Cleveland Cavaliers
JaJuan Johnson,1089240,2012,2013,Houston Rockets
Patty Mills,1085120,2012,2013,San Antonio Spurs
Perry Jones,1082520,2012,2013,Oklahoma City Thunder
Marquis Teague,1074720,2012,2013,Chicago Bulls
Cory Joseph,1074720,2012,2013,San Antonio Spurs
Miles Plumlee,1073280,2012,2013,Indiana Pacers
Alando Tucker,1071720,2012,2013,Minnesota Timberwolves
Von Wafer,1069509,2012,2013,Orlando Magic
Kelenna Azubuike,1069509,2012,2013,Cleveland Cavaliers
Luke Harangody,1054389,2012,2013,Cleveland Cavaliers
DeJuan Blair,1054000,2012,2013,San Antonio Spurs
Arnett Moultrie,1042320,2012,2013,Philadelphia 76ers
Quinton Ross,1033342,2012,2013,Brooklyn Nets
Jawad Williams,1029389,2012,2013,Cleveland Cavaliers
Festus Ezeli,1020960,2012,2013,Golden State Warriors
Kyle Singler,1000000,2012,2013,Detroit Pistons
Jon Brockman,1000000,2012,2013,Houston Rockets
C.J. Watson,992680,2012,2013,Brooklyn Nets
Brandan Wright,992680,2012,2013,Dallas Mavericks
Ivan Johnson,962195,2012,2013,Atlanta Hawks
Daniel Orton,916099,2012,2013,Oklahoma City Thunder
Jeff Adrien,916099,2012,2013,Charlotte Bobcats
Ish Smith,910941,2012,2013,Orlando Magic
Chandler Parsons,888250,2012,2013,Houston Rockets
Chase Budinger,885120,2012,2013,Minnesota Timberwolves
Henry Walker,885120,2012,2013,Miami Heat
DeMarre Carroll,885120,2012,2013,Utah Jazz
Alexander Johnson,885120,2012,2013,Miami Heat
Pops Mensah-Bonsu,885120,2012,2013,Denver Nuggets
Salim Stoudamire,884881,2012,2013,Atlanta Hawks
Ryan Hollins,884293,2012,2013,LA Clippers
Nazr Mohammed,884293,2012,2013,Chicago Bulls
Malcolm Thomas,884293,2012,2013,Golden State Warriors
Malcolm Lee,884293,2012,2013,Minnesota Timberwolves
DeAndre Liggins,884293,2012,2013,Oklahoma City Thunder
P.J. Tucker,884293,2012,2013,Phoenix Suns
Garrett Temple,884293,2012,2013,Washington Wizards
E'Twaun Moore,884293,2012,2013,Orlando Magic
Patrick Ewing Jr.,884293,2012,2013,New Orleans Pelicans
Lance Stephenson,870000,2012,2013,Indiana Pacers
Quincy Douby,855189,2012,2013,Sacramento Kings
Marcus Haislip,855189,2012,2013,San Antonio Spurs
Mouhamed Sene,855189,2012,2013,New York Knicks
Anthony Roberson,855189,2012,2013,Chicago Bulls
Javaris Crittenton,854389,2012,2013,Washington Wizards
Darius Miles,854389,2012,2013,Memphis Grizzlies
Kyle Weaver,854389,2012,2013,Memphis Grizzlies
Anthony Tolliver,854389,2012,2013,Atlanta Hawks
Luke Jackson,854389,2012,2013,Miami Heat
Josh Davis,854389,2012,2013,Memphis Grizzlies
Kenny Thomas,854389,2012,2013,Sacramento Kings
Jamaal Magloire,854389,2012,2013,Toronto Raptors
Melvin Ely,854389,2012,2013,Washington Wizards
Maurice Evans,854389,2012,2013,Washington Wizards
Trey Gilder,854389,2012,2013,Utah Jazz
Mike Harris,854389,2012,2013,Utah Jazz
Dwayne Jones II,854389,2012,2013,Utah Jazz
Royal Ivey,854389,2012,2013,Philadelphia 76ers
Derrick Brown,854389,2012,2013,San Antonio Spurs
Malik Hairston,854389,2012,2013,San Antonio Spurs
Darryl Watkins,854389,2012,2013,New Orleans Pelicans
Trey Johnson,854389,2012,2013,Sacramento Kings
Antoine Wright,854389,2012,2013,Sacramento Kings
Sean May,854389,2012,2013,Sacramento Kings
Luther Head,854389,2012,2013,Sacramento Kings
Roger Mason Jr.,854389,2012,2013,New Orleans Hornets
Hassan Whiteside,854389,2012,2013,Portland Trail Blazers
Coby Karl,854389,2012,2013,Denver Nuggets
Craig Smith,854389,2012,2013,Portland Trail Blazers
Fabricio Oberto,854389,2012,2013,Portland Trail Blazers
A.J. Price,854389,2012,2013,Washington Wizards
Leandro Barbosa,854389,2012,2013,Washington Wizards
Sonny Weems,854389,2012,2013,Philadelphia 76ers
Keith Bogans,854389,2012,2013,Brooklyn Nets
Francisco Elson,854389,2012,2013,Philadelphia 76ers
Tony Battie,854389,2012,2013,Philadelphia 76ers
Larry Hughes,854389,2012,2013,Orlando Magic
Malik Allen,854389,2012,2013,Orlando Magic
James White,854389,2012,2013,New York Knicks
Didier Ilunga-Mbenga,854389,2012,2013,New York Knicks
Rasheed Wallace,854389,2012,2013,New York Knicks
Baron Davis,854389,2012,2013,New York Knicks
Mike Bibby,854389,2012,2013,Memphis Grizzlies
Andray Blatche,854389,2012,2013,Brooklyn Nets
Jason Collins,854389,2012,2013,Washington Wizards
Jerry Stackhouse,854389,2012,2013,Brooklyn Nets
Marko Jaric,854389,2012,2013,Brooklyn Nets
Kyrylo Fesenko,854389,2012,2013,Minnesota Timberwolves
Shelden Williams,854389,2012,2013,Brooklyn Nets
Maurice Ager,854389,2012,2013,Minnesota Timberwolves
Rasual Butler,854389,2012,2013,Minnesota Timberwolves
Marquis Daniels,854389,2012,2013,Milwaukee Bucks
Josh Powell,854389,2012,2013,Milwaukee Bucks
Joel Przybilla,854389,2012,2013,Milwaukee Bucks
Dan Gadzuric,854389,2012,2013,Los Angeles Lakers
Joe Smith,854389,2012,2013,Los Angeles Lakers
Theo Ratliff,854389,2012,2013,Los Angeles Lakers
Alan Anderson,854389,2012,2013,Toronto Raptors
Sundiata Gaines,854389,2012,2013,Indiana Pacers
Darnell Jackson,854389,2012,2013,Indiana Pacers
Blake Ahearn,854389,2012,2013,Indiana Pacers
Damien Wilkins,854389,2012,2013,Philadelphia 76ers
Joe Alexander,854389,2012,2013,Golden State Warriors
Jason Kapono,854389,2012,2013,Golden State Warriors
T.J. Ford,854389,2012,2013,Golden State Warriors
Jermaine O'Neal,854389,2012,2013,Phoenix Suns
Jonny Flynn,854389,2012,2013,Portland Trail Blazers
Cartier Martin,854389,2012,2013,Washington Wizards
Brian Cook,854389,2012,2013,Detroit Pistons
Joey Dorsey,854389,2012,2013,Barcelona FC Barcelona
Josh Childress,854389,2012,2013,Brooklyn Nets
Anthony Carter,854389,2012,2013,Denver Nuggets
Delonte West,854389,2012,2013,Dallas Mavericks
Eddy Curry,854389,2012,2013,Dallas Mavericks
Tim Thomas,854389,2012,2013,Dallas Mavericks
Brian Cardinal,854389,2012,2013,Dallas Mavericks
Samardo Samuels,854389,2012,2013,Cleveland Cavaliers
Chris Richard,854389,2012,2013,Chicago Bulls
Ronnie Brewer,854389,2012,2013,Oklahoma City Thunder
Brian Scalabrine,854389,2012,2013,Chicago Bulls
Vladimir Radmanovic,854389,2012,2013,Chicago Bulls
D.J. Strawberry,854389,2012,2013,Phoenix Suns
Rodney Carney,854389,2012,2013,New Orleans Pelicans
Nate Robinson,854389,2012,2013,Chicago Bulls
Darko Milicic,854389,2012,2013,Boston Celtics
Chris Wilcox,854389,2012,2013,Boston Celtics
Gary Neal,854389,2012,2013,San Antonio Spurs
Dexter Pittman,854389,2012,2013,Memphis Grizzlies
Earl Barron,854389,2012,2013,Washington Wizards
Etan Thomas,854389,2012,2013,Atlanta Hawks
Draymond Green,850000,2012,2013,Golden State Warriors
Troy Murphy,839312,2012,2013,Dallas Mavericks
Solomon Alabi,830000,2012,2013,Philadelphia 76ers
Michael Redd,826828,2012,2013,Phoenix Suns
Paul Davis,825497,2012,2013,Washington Wizards
Kevin Ollie,825497,2012,2013,Oklahoma City Thunder
Ryan Bowen,825497,2012,2013,Oklahoma City Thunder
Desmond Mason,825497,2012,2013,Sacramento Kings
Linton Johnson,825497,2012,2013,Chicago Bulls
Jason Hart,825497,2012,2013,New Orleans Pelicans
Kareem Rush,825497,2012,2013,LA Clippers
Jermareo Davidson,825497,2012,2013,Golden State Warriors
Marcus Williams,825497,2012,2013,Denver Nuggets
Lindsey Hunter,825497,2012,2013,Phoenix Suns
Tyler Honeycutt,809875,2012,2013,Sacramento Kings
Sean Marks,799105,2012,2013,Portland Trail Blazers
Ike Diogu,792377,2012,2013,New York Knicks
Solomon Jones,792377,2012,2013,New York Knicks
Jeffery Taylor,788872,2012,2013,Charlotte Bobcats
Andy Rautins,788872,2012,2013,Toronto Raptors
Marcus Cousin,788872,2012,2013,San Antonio Spurs
Da'Sean Butler,788872,2012,2013,null Unknown
Robert Vaden,788872,2012,2013,San Antonio Spurs
Zabian Dowdell,788872,2012,2013,Phoenix Suns
Terrico White,788872,2012,2013,Perth Perth
Kyle O'Quinn,788872,2012,2013,Orlando Magic
Gani Lawal,788872,2012,2013,San Lorenzo San Lorenzo
Jarvis Varnado,788872,2012,2013,Miami Heat
Marqus Blakely,788872,2012,2013,Houston Rockets
Willie Warren,788872,2012,2013,LA Clippers
Maalik Wayns,788872,2012,2013,Philadelphia 76ers
Doron Lamb,788872,2012,2013,Orlando Magic
Robert Sacre,788872,2012,2013,Los Angeles Lakers
Pape Sy,788872,2012,2013,Atlanta Hawks
Magnum Rolle,788872,2012,2013,null Unknown
Jermaine Taylor,780871,2012,2013,Cleveland Cavaliers
Josh Howard,773976,2012,2013,Minnesota Timberwolves
Shaun Livingston,773976,2012,2013,Washington Wizards
Yi Jianlian,771706,2012,2013,Los Angeles Lakers
Cory Higgins,762195,2012,2013,Charlotte Bobcats
D.J. Kennedy,762195,2012,2013,Memphis Grizzlies
Travis Leslie,762195,2012,2013,Utah Jazz
Brian Butch,762195,2012,2013,Utah Jazz
Hamady Ndiaye,762195,2012,2013,Sacramento Kings
Jerome Dyson,762195,2012,2013,Phoenix Suns
Garret Siler,762195,2012,2013,Phoenix Suns
Taylor Griffin,762195,2012,2013,Phoenix Suns
Charles Jenkins,762195,2012,2013,Philadelphia 76ers
Justin Harper,762195,2012,2013,Philadelphia 76ers
Mickell Gladness,762195,2012,2013,Orlando Magic
Mychel Thompson,762195,2012,2013,New York Knicks
Lance Thomas,762195,2012,2013,New Orleans Hornets
Jordan Williams,762195,2012,2013,Bilbao Basket
Greg Smith,762195,2012,2013,Houston Rockets
Jon Leuer,762195,2012,2013,Memphis Grizzlies
Darington Hobson,762195,2012,2013,Milwaukee Bucks
Kenny Hasbrouck,762195,2012,2013,null Unknown
Derrick Caracter,762195,2012,2013,Flamengo Flamengo
Trey Thompkins,762195,2012,2013,LA Clippers
Isaiah Thomas,762195,2012,2013,Sacramento Kings
Courtney Fortson,762195,2012,2013,Houston Rockets
Jeremy Tyler,762195,2012,2013,Golden State Warriors
Diamon Simpson,762195,2012,2013,Houston Rockets
Xavier Silas,762195,2012,2013,Denver Nuggets
Josh Selby,762195,2012,2013,Memphis Grizzlies
Semih Erden,762195,2012,2013,Fenerbahce Ulker Fenerbahce Ulker
Julyan Stone,762195,2012,2013,Denver Nuggets
